area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,sqft_per_bhk,availability_status,possession_year,location_reduced,has_society,is_cramped,is_luxury_price,price_segment,location_tier,area_type_rank,bath_per_bhk,is_luxury_bath,log_price,log_total_sqft,availability_month,society_size_proxy,society_type
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sonviik,1495,2.0,0.0,67.0,3.0,1495.0,4481.605351170569,498.3333333333333,Ready,0,Whitefield,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.219507705176107,7.310550158534422,Unknown,9,Small
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2172,3.0,2.0,76.02,3.0,2172.0,3500.0,724.0,Future,2019,Thanisandra,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.344065128386763,7.6838639802564295,Dec,4,Small
Plot  Area,Ready To Move,Sarakki Nagar,4 Bedroom,Independent,2400,4.0,2.0,358.0,4.0,2400.0,14916.666666666666,600.0,Ready,0,Sarakki Nagar,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.883322388488279,7.783640596221253,Unknown,5469,Large
Plot  Area,Ready To Move,T G extension,2 Bedroom,Independent,1200,1.0,2.0,95.0,2.0,1200.0,7916.666666666667,600.0,Ready,0,other,0,0,1,Mid-Range,Tier 2,3,0.5,0,4.564348191467836,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Whitefield,3 BHK,DSe 2ie,1548,3.0,1.0,65.0,3.0,1548.0,4198.966408268734,516.0,Ready,0,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.3453648404168685,Unknown,2,Small
Plot  Area,18-Mar,2nd Block Koramangala,7 Bedroom,Independent,5400,5.0,0.0,972.0,7.0,5400.0,18000.0,771.4285714285714,Future,2018,other,0,0,1,Ultra-Luxury,Tier 1,3,0.7142857142857143,0,6.880384082186005,8.594339400592892,Mar,5469,Large
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,154.5,4.0,2856.0,5409.663865546218,714.0,Future,2018,Whitefield,1,0,0,Premium,Tier 2,1,1.25,1,5.0466457316192885,7.957527402230773,Dec,58,Large
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689,3.0,1.0,103.0,3.0,1689.0,6098.283007696862,563.0,Future,2018,Hosur Road,1,0,0,Premium,Tier 2,1,1.0,0,4.6443908991413725,7.432483807917119,Jul,12,Medium
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Independent,1031,2.0,1.0,53.0,2.0,1031.0,5140.640155189137,515.5,Ready,0,Electronic City Phase II,0,0,0,Mid-Range,Tier 3,1,1.0,0,3.9889840465642745,6.939253946041508,Unknown,5469,Large
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,2.0,111.0,4.0,2119.0,5238.319962246343,529.75,Future,2018,Bhoganhalli,1,0,0,Premium,Tier 2,1,1.0,0,4.718498871295094,7.659171367666058,Jul,35,Medium
Plot  Area,18-Dec,Whitefield,2 Bedroom,Independent,1200,2.0,2.0,46.13,2.0,1200.0,3844.1666666666665,600.0,Future,2018,Whitefield,0,0,0,Budget,Tier 2,3,1.0,0,3.8529097409356394,7.0909098220799835,Dec,5469,Large
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,Independent,1060,2.0,2.0,37.0,2.0,1060.0,3490.566037735849,530.0,Ready,0,other,0,0,0,Budget,Tier 3,1,1.0,0,3.6375861597263857,6.966967138613983,Unknown,5469,Large
Super built-up  Area,Ready To Move,Devi Nagar,2 BHK,RMerslu,1100,2.0,1.0,61.0,2.0,1100.0,5545.454545454545,550.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.127134385045092,7.00397413672268,Unknown,1,Small
Plot  Area,Ready To Move,GKW Layout,4 Bedroom,Independent,1350,4.0,2.0,225.0,4.0,1350.0,16666.666666666668,337.5,Ready,0,other,0,0,1,Ultra-Luxury,Tier 1,3,1.0,0,5.420534999272286,7.208600337960199,Unknown,5469,Large
Plot  Area,Ready To Move,Gandhi Nagar,5 Bedroom,Independent,1050,4.0,1.0,80.0,5.0,1050.0,7619.047619047619,210.0,Ready,0,other,0,1,1,Mid-Range,Tier 2,3,0.8,0,4.394449154672439,6.957497370876951,Unknown,5469,Large
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1250,2.0,1.0,77.88,3.0,1250.0,6230.4,416.6666666666667,Ready,0,Hennur Road,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.36792771029438,7.1316985104669115,Unknown,7,Small
Super built-up  Area,18-May,8th Block Jayanagar,2 BHK,Independent,1100,2.0,2.0,110.0,2.0,1100.0,10000.0,550.0,Future,2018,other,0,0,1,Premium,Tier 1,1,1.0,0,4.709530201312334,7.00397413672268,May,5469,Large
Plot  Area,18-Aug,Whitefield,2 Bedroom,Independent,1200,2.0,1.0,46.13,2.0,1200.0,3844.1666666666665,600.0,Future,2018,Whitefield,0,0,0,Budget,Tier 2,3,1.0,0,3.8529097409356394,7.0909098220799835,Aug,5469,Large
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Independent,1420,2.0,2.0,46.0,3.0,1420.0,3239.43661971831,473.3333333333333,Ready,0,Seegehalli,0,0,0,Budget,Tier 2,1,0.6666666666666666,0,3.8501476017100584,7.259116128097101,Unknown,5469,Large
Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500,2.0,1.0,78.0,3.0,1500.0,5200.0,500.0,Future,2018,Electronic City,1,0,0,Mid-Range,Tier 3,1,0.6666666666666666,0,4.3694478524670215,7.313886831633462,Apr,56,Large
Built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,1942,3.0,1.0,155.0,3.0,1942.0,7981.462409886714,647.3333333333334,Ready,0,other,1,0,1,Premium,Tier 2,0,1.0,0,5.049856007249537,7.57198844937744,Unknown,3,Small
Super built-up  Area,18-Dec,Haralur Road,3 BHK,NDiteio,1985,3.0,2.0,130.0,3.0,1985.0,6549.11838790932,661.6666666666666,Future,2018,Haralur Road,1,0,0,Premium,Tier 2,1,1.0,0,4.875197323201151,7.593877844605118,Dec,1,Small
Super built-up  Area,18-Apr,Sarjapur  Road,1 BHK,Kiare S,950,1.0,0.0,39.9,1.0,950.0,4200.0,950.0,Future,2018,Sarjapur  Road,1,0,0,Budget,Tier 1,1,1.0,0,3.711130063048756,6.85751406254539,Apr,1,Small
Plot  Area,Ready To Move,AMS Layout,3 Bedroom,Independent,1200,4.0,2.0,80.0,3.0,1200.0,6666.666666666667,400.0,Ready,0,other,0,0,0,Mid-Range,Tier 2,3,1.3333333333333333,1,4.394449154672439,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1752,3.0,2.0,105.0,3.0,1752.0,5993.1506849315065,584.0,Ready,0,Green Glen Layout,1,0,0,Premium,Tier 2,1,1.0,0,4.663439094112067,7.469083884921234,Unknown,3,Small
Plot  Area,Ready To Move,Abbigere,4 Bedroom,Independent,1200,3.0,2.0,120.0,4.0,1200.0,10000.0,300.0,Ready,0,Abbigere,0,0,1,Premium,Tier 3,3,0.75,0,4.795790545596741,7.0909098220799835,Unknown,5469,Large
Plot  Area,Ready To Move,Mahalakshmi Layout,5 Bedroom,Independent,1200,5.0,1.0,200.0,5.0,1200.0,16666.666666666668,240.0,Ready,0,Mahalakshmi Layout,0,1,1,Ultra-Luxury,Tier 1,3,1.0,0,5.303304908059076,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480,2.0,2.0,84.0,3.0,1480.0,5675.675675675676,493.3333333333333,Ready,0,Old Madras Road,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.442651256490317,7.300472814267799,Unknown,12,Medium
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 Bedroom,Independent,600,4.0,1.0,81.0,3.0,600.0,13500.0,200.0,Ready,0,other,0,1,1,Mid-Range,Tier 2,3,1.3333333333333333,1,4.406719247264253,6.398594934535208,Unknown,5469,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826,3.0,2.0,130.0,3.0,1826.0,7119.386637458927,608.6666666666666,Ready,0,Sarjapur  Road,1,0,0,Premium,Tier 1,1,1.0,0,4.875197323201151,7.510430556378006,Unknown,12,Medium
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,Independent,1035,2.0,1.0,39.33,2.0,1035.0,3800.0,517.5,Ready,0,8th Phase JP Nagar,0,0,0,Budget,Tier 2,1,1.0,0,3.697095608885277,6.943122422819428,Unknown,5469,Large
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,2600,4.0,0.0,98.0,4.0,2600.0,3769.230769230769,650.0,Ready,0,Sarjapur  Road,1,0,0,Mid-Range,Tier 1,0,1.0,0,4.59511985013459,7.8636512654486515,Unknown,3,Small
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Independent,1667,3.0,2.0,92.0,3.0,1667.0,5518.896220755849,555.6666666666666,Ready,0,Kasavanhalli,0,0,0,Mid-Range,Tier 2,0,1.0,0,4.532599493153256,7.419380582918692,Unknown,5469,Large
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,934,2.0,2.0,55.0,2.0,934.0,5888.650963597431,467.0,Ready,0,Thanisandra,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.02535169073515,6.840546529288687,Unknown,51,Large
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1620,2.0,1.0,76.0,3.0,1620.0,4691.358024691358,540.0,Ready,0,Mahadevpura,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.343805421853684,7.390798521735676,Unknown,10,Small
Super built-up  Area,17-Jun,Electronic City,2 BHK,GMown E,1070,2.0,1.0,47.0,2.0,1070.0,4392.523364485981,535.0,Future,2017,Electronic City,1,0,0,Budget,Tier 3,1,1.0,0,3.871201010907891,6.976348070447749,Jun,56,Large
Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,Independent,3600,5.0,3.0,180.0,5.0,3600.0,5000.0,720.0,Ready,0,Hosur Road,0,0,0,Premium,Tier 2,0,1.0,0,5.198497031265826,8.188966863648876,Unknown,5469,Large
Super built-up  Area,18-Apr,Uttarahalli,3 BHK,Independent,1280,2.0,2.0,60.0,3.0,1280.0,4687.5,426.6666666666667,Future,2018,Uttarahalli,0,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.110873864173311,7.155396301896734,Apr,5469,Large
Super built-up  Area,Ready To Move,rr nagar,2 BHK,Independent,1400,2.0,2.0,60.0,2.0,1400.0,4285.714285714285,700.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.110873864173311,7.244941546337007,Unknown,5469,Large
Plot  Area,Ready To Move,Vishveshwarya Layout,7 Bedroom,Independent,1200,8.0,0.0,180.0,7.0,1200.0,15000.0,171.42857142857142,Ready,0,Vishveshwarya Layout,0,1,1,Premium,Tier 2,3,1.1428571428571428,1,5.198497031265826,7.0909098220799835,Unknown,5469,Large
Built-up  Area,Ready To Move,"Varthur Road, ",2 BHK,Independent,1330,2.0,1.0,64.0,2.0,1330.0,4812.0300751879695,665.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,0,1.0,0,4.174387269895637,7.193685818395112,Unknown,5469,Large
Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,54.59,2.0,1012.0,5394.268774703557,506.0,Future,2019,Balagere,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.018003328965378,6.920671504248683,Dec,39,Medium
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,DSineSt,1611,2.0,2.0,48.33,3.0,1611.0,3000.0,537.0,Future,2019,Electronic City Phase II,1,0,0,Budget,Tier 3,1,0.6666666666666666,0,3.8985324152456466,7.385230923066573,Dec,3,Small
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gamesti,1405,3.0,2.0,58.0,3.0,1405.0,4128.113879003558,468.3333333333333,Ready,0,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.07753744390572,7.2485040723706105,Unknown,2,Small
Super built-up  Area,Ready To Move,VGP Layout,3 BHK,Vaurtar,1515,3.0,3.0,90.0,3.0,1515.0,5940.59405940594,505.0,Ready,0,other,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.51085950651685,7.323830566202317,Unknown,2,Small
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,4.0,2.0,150.0,3.0,1830.0,8196.72131147541,610.0,Ready,0,Thigalarapalya,1,0,1,Premium,Tier 2,1,1.3333333333333333,1,5.017279836814924,7.5126175446745105,Unknown,51,Large
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Omncy R,1710,3.0,0.0,60.0,3.0,1710.0,3508.7719298245615,570.0,Ready,0,Kaggadasapura,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.110873864173311,7.444833273892193,Unknown,1,Small
Built-up  Area,Ready To Move,BTM Layout,2 BHK,Varala ,935,2.0,1.0,51.5,2.0,935.0,5508.0213903743315,467.5,Ready,0,BTM Layout,1,0,0,Mid-Range,Tier 2,0,1.0,0,3.960813169597578,6.841615476477592,Unknown,1,Small
Super built-up  Area,18-Apr,Jakkur,3 BHK,Independent,2197,3.0,2.0,136.0,3.0,2197.0,6190.259444697314,732.3333333333334,Future,2018,Jakkur,0,0,0,Premium,Tier 2,1,1.0,0,4.919980925828125,7.6953031349635665,Apr,5469,Large
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,Independent,600,4.0,0.0,65.0,4.0,600.0,10833.333333333334,150.0,Ready,0,TC Palaya,0,1,1,Mid-Range,Tier 2,3,1.0,0,4.189654742026425,6.398594934535208,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1678,3.0,0.0,92.13,3.0,1678.0,5490.464839094159,559.3333333333334,Ready,0,Yeshwanthpur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.533996366533566,7.425953657077541,Unknown,45,Medium
Built-up  Area,Ready To Move,Brookefield,3 BHK,Roeekbl,1410,2.0,0.0,80.0,3.0,1410.0,5673.758865248227,470.0,Ready,0,Brookefield,1,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.394449154672439,7.252053951852814,Unknown,4,Small
Super built-up  Area,Ready To Move,Jakkur,2 BHK,AvensGa,1125,2.0,2.0,65.0,2.0,1125.0,5777.777777777777,562.5,Ready,0,Jakkur,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,7.026426808699636,Unknown,1,Small
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Vrenty ,1191,2.0,1.0,55.38,3.0,1191.0,4649.8740554156175,397.0,Ready,0,Magadi Road,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.032114485685967,7.083387847625295,Unknown,11,Medium
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Independent,1200,2.0,2.0,79.0,2.0,1200.0,6583.333333333333,600.0,Ready,0,Thubarahalli,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.382026634673881,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Keera R,1525,2.0,3.0,67.0,3.0,1525.0,4393.44262295082,508.3333333333333,Ready,0,CV Raman Nagar,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.219507705176107,7.330405211844402,Unknown,1,Small
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,Independent,1464,3.0,3.0,56.0,3.0,1464.0,3825.136612021858,488.0,Ready,0,other,0,0,0,Mid-Range,Tier 3,1,1.0,0,4.04305126783455,7.289610521451167,Unknown,5469,Large
Super built-up  Area,18-Dec,Seegehalli,2 BHK,Independent,920,2.0,1.0,27.0,2.0,920.0,2934.782608695652,460.0,Future,2018,Seegehalli,0,0,0,Budget,Tier 2,1,1.0,0,3.332204510175204,6.825460036255307,Dec,5469,Large
Built-up  Area,Ready To Move,Yelahanka,1 BHK,Independent,651,1.0,1.0,17.5,1.0,651.0,2688.1720430107525,651.0,Ready,0,Yelahanka,0,0,0,Budget,Tier 2,0,1.0,0,2.917770732084279,6.480044561926653,Unknown,5469,Large
Super built-up  Area,Ready To Move,Chikkabanavar,2 BHK,Javasya,600,1.0,2.0,25.0,2.0,600.0,4166.666666666667,300.0,Ready,0,Chikkabanavar,1,0,0,Budget,Tier 3,1,0.5,0,3.258096538021482,6.398594934535208,Unknown,1,Small
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,2550.3875968992247,645.0,Future,2018,Chandapura,1,0,0,Budget,Tier 3,1,1.0,0,2.859339648648436,6.470799503782602,Sep,34,Medium
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,44.0,2.0,1185.0,3713.0801687763715,592.5,Ready,0,Thanisandra,1,0,0,Budget,Tier 2,1,1.0,0,3.8066624897703196,7.078341579557671,Unknown,29,Medium
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1190,2.0,1.0,68.0,2.0,1190.0,5714.285714285715,595.0,Future,2018,Electronics City Phase 1,1,0,0,Mid-Range,Tier 3,1,1.0,0,4.23410650459726,7.0825485693553,May,23,Medium
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2830 - 2882,5.0,0.0,158.5,4.0,2856.0,5549.7198879551825,714.0,Future,2018,Whitefield,1,0,0,Premium,Tier 2,1,1.25,1,5.072043922224899,7.957527402230773,Dec,58,Large
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355,2.0,3.0,73.0,2.0,1355.0,5387.453874538745,677.5,Ready,0,Whitefield,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.30406509320417,7.212294468500341,Unknown,3,Small
Plot  Area,Ready To Move,KR Puram,2 Bedroom,Independent,1200,1.0,0.0,65.0,2.0,1200.0,5416.666666666667,600.0,Ready,0,KR Puram,0,0,0,Mid-Range,Tier 2,3,0.5,0,4.189654742026425,7.0909098220799835,Unknown,5469,Large
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Independent,7000,4.0,3.0,550.0,4.0,7000.0,7857.142857142857,1750.0,Ready,0,Kundalahalli,0,0,1,Ultra-Luxury,Tier 2,3,1.0,0,6.311734809152915,8.853808274977197,Unknown,5469,Large
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,Independent,1200,4.0,1.0,110.0,6.0,1200.0,9166.666666666666,200.0,Ready,0,Ramamurthy Nagar,0,1,1,Premium,Tier 2,3,0.6666666666666666,0,4.709530201312334,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500,2.0,1.0,24.0,1.0,500.0,4800.0,500.0,Ready,0,Yelahanka New Town,1,0,0,Budget,Tier 2,1,2.0,1,3.2188758248682006,6.2166061010848646,Unknown,15,Medium
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,3 BHK,Stkarrd,1250,3.0,3.0,50.0,3.0,1250.0,4000.0,416.6666666666667,Ready,0,Bommasandra Industrial Area,1,0,0,Mid-Range,Tier 3,1,1.0,0,3.9318256327243257,7.1316985104669115,Unknown,1,Small
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Independent,1480,2.0,1.0,58.0,3.0,1480.0,3918.9189189189187,493.3333333333333,Ready,0,Uttarahalli,0,0,0,Mid-Range,Tier 2,0,0.6666666666666666,0,4.07753744390572,7.300472814267799,Unknown,5469,Large
Built-up  Area,Ready To Move,Ambalipura,4 BHK,Toeadp ,3300,4.0,2.0,329.0,4.0,3300.0,9969.69696969697,825.0,Ready,0,Ambalipura,1,0,1,Ultra-Luxury,Tier 2,0,1.0,0,5.799092654460526,8.101980731853192,Unknown,1,Small
Super built-up  Area,18-May,KR Puram,3 BHK,TGasyhu,1482 - 1684,3.0,0.0,70.445,3.0,1583.0,4450.0947567909025,527.6666666666666,Future,2018,KR Puram,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.268927922920933,7.367708572374371,May,1,Small
Super built-up  Area,Ready To Move,Green Woods Layout,2 BHK,Paarklu,1206,2.0,1.0,53.0,2.0,1206.0,4394.69320066335,603.0,Ready,0,other,1,0,0,Mid-Range,Tier 2,1,1.0,0,3.9889840465642745,7.095893221097532,Unknown,2,Small
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,130.0,2.0,1357.0,9579.955784819454,678.5,Future,2018,Rajaji Nagar,1,0,1,Premium,Tier 1,1,1.0,0,4.875197323201151,7.213768308118642,Aug,11,Medium
Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,Independent,925,2.0,1.0,46.5,2.0,925.0,5027.027027027027,462.5,Ready,0,Hosakerehalli,0,0,0,Budget,Tier 2,0,1.0,0,3.8607297110405954,6.8308742346461795,Unknown,5469,Large
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,909,2.0,1.0,40.9,2.0,909.0,4499.4499449945,454.5,Ready,0,8th Phase JP Nagar,1,0,0,Budget,Tier 2,1,1.0,0,3.735285826928092,6.813444599510896,Unknown,9,Small
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,3000,5.0,2.0,335.0,3.0,3000.0,11166.666666666666,1000.0,Ready,0,Seegehalli,1,0,1,Ultra-Luxury,Tier 2,3,1.6666666666666667,1,5.817111159963204,8.006700845440367,Unknown,3,Small
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,55.0,2.0,1100.0,5000.0,550.0,Ready,0,Brookefield,1,0,0,Mid-Range,Tier 2,0,1.0,0,4.02535169073515,7.00397413672268,Unknown,1,Small
Plot  Area,18-May,Malleshwaram,4 Bedroom,Independent,3000,5.0,2.0,815.0,4.0,3000.0,27166.666666666668,750.0,Future,2018,Malleshwaram,0,0,1,Ultra-Luxury,Tier 1,3,1.25,1,6.704414354964107,8.006700845440367,May,5469,Large
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Independent,1100,2.0,1.0,54.0,2.0,1100.0,4909.090909090909,550.0,Ready,0,Vidyaranyapura,0,0,0,Mid-Range,Tier 2,1,1.0,0,4.007333185232471,7.00397413672268,Unknown,5469,Large
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975,2.0,1.0,65.0,2.0,975.0,6666.666666666667,487.5,Ready,0,Subramanyapura,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.189654742026425,6.883462586413092,Unknown,14,Medium
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306,2.0,2.0,44.17,2.0,1306.0,3382.08269525268,653.0,Ready,0,Raja Rajeshwari Nagar,1,0,0,Budget,Tier 3,1,1.0,0,3.8104331496665127,7.175489713624222,Unknown,80,Large
Plot  Area,Ready To Move,Roopena Agrahara,4 Bedroom,Independent,1200,4.0,1.0,95.0,4.0,1200.0,7916.666666666667,300.0,Ready,0,other,0,0,1,Mid-Range,Tier 2,3,1.0,0,4.564348191467836,7.0909098220799835,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,MBpleca,610,1.0,1.0,39.0,1.0,610.0,6393.44262295082,610.0,Ready,0,Kalena Agrahara,1,0,0,Budget,Tier 2,1,1.0,0,3.6888794541139363,6.415096959171596,Unknown,1,Small
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1484,2.0,2.0,56.4,3.0,1484.0,3800.5390835579515,494.6666666666667,Ready,0,Yelahanka,1,0,0,Mid-Range,Tier 2,1,0.6666666666666666,0,4.050044303325521,7.3031700512368,Unknown,14,Medium
Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,Vedhias,1125,2.0,1.0,47.0,2.0,1125.0,4177.777777777777,562.5,Future,2017,Ramamurthy Nagar,1,0,0,Budget,Tier 2,1,1.0,0,3.871201010907891,7.026426808699636,May,1,Small
Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Rosha I,1447,2.0,1.0,75.97,2.0,1447.0,5250.172771250864,723.5,Future,2018,Bhoganhalli,1,0,0,Mid-Range,Tier 2,1,1.0,0,4.343415735546226,7.277938572945661,Jul,35,Medium
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2882,5.0,1.0,158.0,4.0,2882.0,5482.303955586398,720.5,Future,2018,Whitefield,1,0,0,Premium,Tier 2,1,1.25,1,5.0689042022202315,7.9665866976384025,Dec,58,Large
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,Independent,750,4.0,0.0,88.0,4.0,750.0,11733.333333333334,187.5,Ready,0,Vidyaranyapura,0,1,1,Mid-Range,Tier 2,3,1.0,0,4.48863636973214,6.621405651764134,Unknown,5469,Large
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Independent,2075,3.0,1.0,115.0,3.0,2075.0,5542.168674698795,691.6666666666666,Ready,0,Kundalahalli,0,0,0,Premium,Tier 2,1,1.0,0,4.7535901911063645,7.638198244285779,Unknown,5469,Large
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,Pantsce,1250,2.0,1.0,58.0,2.0,1250.0,4640.0,625.0,Ready,0,other,1,0,0,Mid-Range,Tier 3,0,1.0,0,4.07753744390572,7.1316985104669115,Unknown,5,Small
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Independent,1272,2.0,2.0,51.5,2.0,1272.0,4048.7421383647797,636.0,Ready,0,Horamavu Banaswadi,0,0,0,Mid-Range,Tier 2,1,1.0,0,3.960813169597578,7.149131598557407,Unknown,5469,Large
Plot  Area,Ready To Move,Banashankari Stage II,4 Bedroom,Independent,1050,3.0,2.0,125.0,4.0,1050.0,11904.761904761905,262.5,Ready,0,Banashankari Stage II,0,1,1,Premium,Tier 1,3,0.75,0,4.836281906951478,6.957497370876951,Unknown,5469,Large
Super built-up  Area,18-Aug,Venkateshpuram,2 BHK,Independent,625,2.0,1.0,24.0,2.0,625.0,3840.0,312.5,Future,2018,other,0,0,0,Budget,Tier 3,1,1.0,0,3.2188758248682006,6.439350371100098,Aug,5469,Large
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,840,2.0,2.0,50.0,1.0,840.0,5952.380952380952,840.0,Ready,0,1st Phase JP Nagar,1,0,0,Mid-Range,Tier 1,0,2.0,1,3.9318256327243257,6.734591659972948,Unknown,1,Small
Super built-up  Area,Ready To Move,Hennur Road,4 BHK,Samittv,2502,4.0,2.0,180.0,4.0,2502.0,7194.244604316546,625.5,Ready,0,Hennur Road,1,0,0,Premium,Tier 2,1,1.0,0,5.198497031265826,7.8252452914317745,Unknown,6,Small
Super built-up  Area,Ready To Move,Rayasandra,1 BHK,MJeusyl,583,1.0,1.0,26.9,1.0,583.0,4614.065180102916,583.0,Ready,0,Rayasandra,1,0,0,Budget,Tier 2,1,1.0,0,3.32862668882732,6.369900982828227,Unknown,8,Small
Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,Independent,900,2.0,1.0,27.0,2.0,900.0,3000.0,450.0,Future,2018,other,0,0,0,Budget,Tier 3,1,1.0,0,3.332204510175204,6.803505257608338,Dec,5469,Large
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Independent,1115,2.0,2.0,50.0,2.0,1115.0,4484.304932735426,557.5,Ready,0,Sarjapur  Road,0,0,0,Mid-Range,Tier 1,1,1.0,0,3.9318256327243257,7.017506142941256,Unknown,5469,Large
